Severity,Start_Lat,Start_Lng,Distance(mi),Side,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Civil_Twilight
2,38.675903,-121.361984,0.0,0,46.4,43.5,81.0,29.78,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.932026,-121.124367,0.0,0,44.6,42.2,100.0,29.74,0.8,4.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,37.851974,-122.03363,0.01,1,46.0,42.5,71.0,29.78,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.544781,-121.473984,0.01,1,44.1,40.8,93.0,29.77,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.579285,-121.415482,0.01,0,44.6,41.4,87.0,29.78,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.779682,-121.270119,0.01,1,44.6,41.4,87.0,29.78,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.25082,-121.897331,0.01,1,46.4,44.3,93.0,29.87,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.056324,-121.583405,0.01,1,44.6,43.1,87.0,29.87,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.641907,-121.156425,0.01,1,41.0,37.1,100.0,29.77,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.391914,-121.998077,0.01,1,46.0,43.9,83.0,29.87,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.713371,-121.364571,0.01,0,41.0,36.4,93.0,29.79,10.0,6.9,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,37.792629,-121.189903,0.01,1,42.1,37.1,89.0,29.8,10.0,8.1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,39.301121,-120.664436,0.01,1,28.9,19.8,92.0,29.67,1.8,10.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.387161,-122.735336,0.01,0,37.9,34.4,100.0,29.8,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.415916,-122.716103,0.01,1,37.9,34.4,100.0,29.8,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.219116,-122.134071,0.01,1,44.1,38.6,79.0,29.79,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.720364,-121.658028,0.01,1,44.1,40.8,76.0,29.83,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.638889,-121.327972,0.01,0,41.0,37.1,93.0,29.79,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.605816,-121.432823,0.01,1,41.0,37.1,93.0,29.79,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.464172,-123.3507,0.01,1,39.9,37.8,89.0,29.83,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.991673,-122.331772,0.01,1,44.1,40.8,73.0,29.8,10.0,5.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,37.115616,-121.975548,0.01,0,44.1,42.5,85.0,29.86,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.452526,-121.383957,0.01,1,43.0,40.3,93.0,29.78,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.73954,-121.151352,0.01,0,45.0,42.6,80.0,29.82,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,39.326,-120.595787,0.01,1,28.9,21.1,92.0,29.67,3.0,8.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.922047,-122.06144,0.01,1,44.1,40.8,73.0,29.8,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.103855,-121.975914,0.01,0,39.9,35.8,100.0,29.88,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.143429,-121.984901,0.01,0,44.1,42.5,85.0,29.86,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.791477,-120.886452,0.01,0,45.0,42.6,80.0,29.82,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,37.009445,-121.514824,0.01,1,41.0,37.1,93.0,29.88,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.005951,-121.510979,0.01,1,41.0,37.1,93.0,29.88,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,38.598305,-121.415367,0.01,0,39.2,35.0,100.0,29.81,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,37.987965,-122.313423,0.01,1,44.1,39.5,71.0,29.81,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.905224,-122.518288,0.0,0,44.6,39.7,76.0,29.86,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.645508,-121.817154,0.01,1,44.1,41.5,85.0,29.92,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.823105,-123.02742,0.01,1,33.1,28.7,100.0,29.84,1.5,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.507172,-122.338524,0.01,1,46.4,43.5,76.0,29.89,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.383385,-122.069557,0.01,1,44.1,40.1,79.0,29.88,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.01046,-122.230171,0.01,1,44.1,40.8,68.0,29.82,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.741482,-121.559982,0.01,1,42.1,40.2,79.0,29.85,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.402409,-122.030098,0.01,1,44.1,42.5,73.0,29.89,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.278316,-122.273842,0.01,1,39.0,36.8,86.0,29.88,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.292603,-120.679581,0.01,1,27.0,20.5,89.0,29.72,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.76281,-121.43557,0.01,1,46.0,41.4,68.0,29.88,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.416264,-121.897232,0.01,1,39.2,35.9,81.0,29.97,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.808498,-122.366852,0.01,1,46.0,42.5,73.0,29.97,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,37.909599,-121.288193,0.01,1,37.9,35.5,83.0,29.94,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.145508,-121.98497,0.01,1,45.0,40.6,71.0,29.98,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.415623,-121.913193,0.01,1,42.1,39.2,79.0,29.99,10.0,4.6,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,37.364319,-121.90184,0.01,1,42.1,39.2,79.0,29.99,10.0,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.811298,-121.992989,0.01,1,37.9,35.5,79.0,29.96,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.687485,-122.133484,0.01,1,37.9,33.5,76.0,30.05,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.57436,-121.885239,0.01,1,33.1,30.0,82.0,30.03,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.689022,-122.10556,0.01,1,37.9,33.5,76.0,30.05,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.295338,-122.03418,0.01,1,34.0,31.0,85.0,30.0,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.593128,-121.870636,0.01,1,30.0,26.5,88.0,30.04,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.690189,-122.098221,0.01,1,39.0,34.8,76.0,30.07,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.77504,-122.406273,0.01,1,44.1,42.5,79.0,30.06,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.643002,-121.526352,0.01,1,39.2,34.2,87.0,30.15,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.806995,-122.277992,0.01,1,45.0,40.1,76.0,30.08,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.925983,-122.514496,0.01,1,41.0,38.0,76.0,30.11,10.0,4.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.925041,-121.770737,0.0,1,45.0,43.5,74.0,30.08,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.75386,-122.208138,0.01,1,45.0,40.1,76.0,30.08,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.824085,-122.267754,0.01,1,45.0,40.1,76.0,30.08,10.0,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.760059,-121.965576,0.01,1,43.0,37.2,74.0,30.09,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.593128,-121.870636,0.01,1,41.0,35.2,79.0,30.12,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.808498,-122.366852,0.01,1,45.0,39.7,76.0,30.11,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,37.596031,-122.419411,0.01,1,46.4,40.1,71.0,30.1,10.0,15.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,37.804214,-122.233566,0.01,1,45.0,39.7,76.0,30.11,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.057835,-121.372513,0.01,1,37.9,32.7,93.0,30.16,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.824001,-122.316925,0.01,1,44.1,38.6,76.0,30.14,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.44574,-122.724037,0.01,1,37.9,35.5,70.0,30.13,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.780056,-122.398621,0.01,0,43.0,37.2,80.0,30.15,10.0,10.4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,37.69817,-121.93512,0.01,1,39.9,32.9,79.0,30.17,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.551846,-122.05191,0.01,1,46.4,40.1,76.0,30.13,10.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.701103,-122.021164,0.01,1,45.0,39.3,65.0,30.18,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.936695,-121.297684,0.01,1,36.0,31.1,97.0,30.18,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.201984,-122.156975,0.01,1,37.9,32.1,73.0,30.17,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.990479,-121.759331,0.01,1,42.1,38.4,65.0,30.17,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.085796,-122.210022,0.01,1,37.9,32.1,73.0,30.17,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.507488,-121.967377,0.01,1,46.4,40.1,76.0,30.13,10.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.785316,-122.391754,0.01,1,42.1,37.1,79.0,30.18,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.98687,-122.314224,0.01,1,42.1,38.4,65.0,30.17,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,37.828934,-122.29377,0.01,1,42.1,37.1,79.0,30.18,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.643349,-121.114876,0.01,1,39.2,33.6,75.0,30.18,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.993298,-122.301949,0.01,1,39.9,36.7,68.0,30.18,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.057835,-121.372513,0.01,1,36.0,32.1,93.0,30.2,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.448879,-122.123138,0.01,1,46.4,40.1,76.0,30.13,10.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.583015,-121.50322,0.01,1,35.1,31.0,96.0,30.23,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.55249,-121.694313,0.01,1,35.6,30.7,87.0,30.26,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.656654,-121.901588,0.01,1,36.0,30.3,86.0,30.21,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.786995,-122.38987,0.01,1,42.1,36.6,76.0,30.19,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.910786,-122.317139,0.01,1,39.0,34.8,67.0,30.19,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.824001,-122.316925,0.01,1,42.1,36.6,76.0,30.19,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.025459,-122.112236,0.01,1,39.0,35.7,62.0,30.2,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.98687,-122.314224,0.01,1,39.9,36.7,58.0,30.2,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.295338,-122.03418,0.01,1,34.0,29.8,75.0,30.2,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.769646,-122.417847,0.01,1,43.0,37.7,68.0,30.24,10.0,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,36.969257,-122.116684,0.01,0,45.0,40.6,65.0,30.19,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.51395,-121.468384,0.01,1,30.9,25.2,92.0,30.28,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.515816,-121.464577,0.01,0,30.9,25.2,92.0,30.28,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.618099,-121.513855,0.01,1,28.4,23.3,100.0,30.32,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.464211,-121.369385,0.0,1,32.0,26.4,93.0,30.32,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.510437,-121.451927,0.01,1,39.0,32.8,73.0,30.34,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.613026,-121.401482,0.01,1,39.2,33.6,75.0,30.36,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.683994,-121.467667,0.01,0,42.8,41.1,66.0,30.31,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,38.620335,-121.419243,0.01,0,42.8,41.1,66.0,30.31,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,37.396564,-120.630814,0.01,0,39.2,35.9,87.0,30.29,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.660648,-121.327477,0.01,1,37.4,34.9,81.0,30.31,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.160557,-121.261696,0.01,1,39.9,35.8,79.0,30.29,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.609268,-120.976387,0.01,1,45.0,42.6,60.0,30.3,10.0,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.756252,-121.458305,0.01,1,39.0,34.8,79.0,30.3,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,36.68784,-120.660095,0.01,1,41.0,38.0,76.0,30.31,10.0,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.687771,-121.343819,0.01,1,35.6,32.8,87.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,37.616638,-120.984283,0.01,1,42.1,38.4,65.0,30.28,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.692959,-121.351631,0.01,1,35.6,32.8,87.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.116249,-121.173485,0.01,1,39.0,34.8,79.0,30.3,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.595173,-121.444344,0.01,1,37.4,34.9,81.0,30.36,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.837467,-121.164215,0.01,1,39.2,33.0,70.0,30.3,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.77002,-121.328255,0.01,1,33.1,26.9,89.0,30.36,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.773006,-121.177032,0.01,1,39.0,36.8,73.0,30.35,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.056732,-120.97506,0.01,1,33.1,30.0,89.0,30.37,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.290447,-121.4198,0.01,1,30.9,27.5,96.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.470306,-121.499153,0.01,1,30.9,27.5,96.0,30.35,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.70805,-122.906555,0.01,0,32.0,28.7,92.0,30.33,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.294281,-121.938446,0.01,1,37.9,34.4,76.0,30.34,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.96125,-121.550941,0.01,1,33.8,30.8,93.0,30.35,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,36.60677,-120.876587,0.0,0,32.0,26.4,93.0,30.36,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.626026,-121.328377,0.01,1,46.4,45.2,66.0,30.32,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.704727,-122.035942,0.01,1,46.4,43.5,57.0,30.35,3.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.540306,-121.735199,0.01,1,46.4,45.2,57.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.537041,-121.739067,0.01,1,46.4,45.2,57.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.700787,-121.773438,0.01,1,45.0,42.6,53.0,30.3,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.783203,-121.195694,0.01,1,42.1,39.2,79.0,30.3,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.973175,-121.259445,0.01,1,42.1,39.2,79.0,30.3,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.319038,-121.832275,0.01,1,44.6,41.4,71.0,30.32,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.7425,-120.737022,0.0,1,46.4,44.3,62.0,30.28,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.700714,-121.773895,0.01,1,37.9,35.5,70.0,30.31,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,37.708939,-121.723686,0.01,1,37.9,35.5,70.0,30.31,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.112862,-122.229904,0.01,1,37.9,35.5,79.0,30.3,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.784817,-121.306778,0.01,1,37.9,35.5,89.0,30.32,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.66637,-122.107491,0.01,1,46.0,42.5,50.0,30.34,10.0,6.9,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,37.316372,-121.926811,0.01,1,46.0,44.8,63.0,30.31,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,38.256538,-122.361061,0.01,1,37.9,35.5,79.0,30.3,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.379482,-121.945831,0.01,1,37.0,34.5,86.0,30.34,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.742855,-122.198219,0.01,1,43.0,41.3,68.0,30.32,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.892872,-122.125,0.01,1,39.0,36.8,73.0,30.3,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.709732,-122.104385,0.0,0,44.1,39.5,49.0,30.35,10.0,8.1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,37.700111,-121.778809,0.01,1,37.9,35.5,73.0,30.33,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.701878,-121.901474,0.01,1,37.9,35.5,73.0,30.33,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.277233,-122.299271,0.01,1,37.9,33.5,79.0,30.32,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.364971,-122.104691,0.0,0,41.0,39.0,73.0,30.34,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.643448,-121.36544,0.01,1,33.8,30.8,100.0,30.35,5.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.782478,-121.144325,0.01,1,33.8,30.8,100.0,30.35,5.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.740559,-121.585785,0.01,1,36.0,33.3,82.0,30.33,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.867455,-121.278961,0.01,1,36.0,32.1,100.0,30.33,6.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.608906,-121.270538,0.01,1,41.0,39.0,87.0,30.33,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.740559,-121.585785,0.01,1,44.1,41.5,68.0,30.33,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.719204,-121.6604,0.01,1,44.1,41.5,68.0,30.33,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.936695,-121.297684,0.01,1,42.1,37.7,89.0,30.35,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.900723,-121.285301,0.01,1,42.1,37.7,89.0,30.35,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.630089,-121.401405,0.01,1,41.0,39.0,81.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.239193,-121.409302,0.01,0,43.7,39.1,81.0,30.32,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.172268,-122.588432,0.01,1,42.8,38.6,87.0,30.23,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.792282,-121.300667,0.01,1,44.1,41.5,76.0,30.23,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.103203,-122.514107,0.01,1,42.8,38.0,87.0,30.23,10.0,8.1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.75071,-121.479591,0.01,1,41.0,37.1,82.0,30.25,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.108612,-122.508736,2.58,1,41.0,37.1,93.0,30.24,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.702213,-121.976921,0.0,0,39.9,36.7,68.0,30.25,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.630325,-121.267281,0.01,1,35.6,32.8,93.0,30.26,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,38.671066,-121.591339,0.01,1,42.1,38.4,85.0,30.25,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.009869,-121.515793,0.01,1,39.2,37.0,87.0,30.25,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,37.548836,-120.901909,0.01,0,39.0,35.7,86.0,30.26,8.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.280495,-122.274231,0.01,1,39.0,34.8,89.0,30.23,10.0,5.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,38.184067,-121.84301,0.01,1,36.1,32.3,97.0,30.27,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.04007,-121.258545,0.01,1,39.9,34.5,89.0,30.26,9.0,8.1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.621643,-121.020905,0.0,0,37.9,35.5,86.0,30.27,7.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.747787,-121.268417,0.01,1,39.2,35.9,93.0,30.28,10.0,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,36.999226,-121.525116,0.01,1,37.4,33.8,87.0,30.24,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,37.966724,-121.326035,0.01,0,39.9,34.5,89.0,30.26,9.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.010471,-121.515961,0.01,1,37.4,33.8,87.0,30.24,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.294247,-121.960655,0.01,1,43.0,41.3,68.0,30.22,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,37.056126,-121.593704,0.01,1,35.6,32.8,87.0,30.23,10.0,3.5,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2,37.847813,-122.244209,0.01,1,42.1,37.7,85.0,30.2,10.0,6.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
